method,discover_question_id,scoring_day_et,subset,n_individuals,aggregate_brier,median_individual_brier,mean_individual_brier,aggregate_percentile_rank
geometric_mean_of_odds,313,2018-06-09,multi-option nominal only,7,0.8431415183143838,1.16460851,0.9759143819775495,0.5714285714285714
geometric_mean_of_odds,354,2018-06-12,binary only,22,0.4552928491130017,0.7206032499999999,0.7899232745454546,0.5909090909090909
geometric_mean_of_odds,340,2018-09-06,ordinal only,42,0.00004410030558093043,0.0004750000000000008,0.017877592226784943,0.8095238095238095
geometric_mean_of_odds,186,2018-03-21,ordinal only,14,0.14594934447818197,0.1745850625,0.23881946035714283,0.6428571428571429
geometric_mean_of_odds,320,2018-06-29,ordinal only,6,0.00018521873949770142,0.011925,0.02500205361041539,0.8333333333333334
geometric_mean_of_odds,217,2018-03-23,ordinal only,8,0.000131137826975468,0.010875,0.13445187499999997,0.625
median,284,2018-05-20,binary only,8,0.020604500000000008,0.020608999999999995,0.1309040625,0.5
median,303,2018-05-27,ordinal only,18,0.010400683065278615,0.0142505,0.06887817888888888,0.5
median,260,2018-06-14,ordinal only,12,0.7661554890353528,0.7973752875000001,0.8748575820833334,0.5833333333333334
geometric_mean_of_odds,375,2018-08-31,binary only,20,8.706859220671521e-8,2.000000000000002e-6,0.017297941999999997,0.55
geometric_mean_of_odds,233,2018-05-05,ordinal only,6,0.16097988647881706,0.22482634333333334,0.24497544777777777,0.5
median,346,2018-08-12,binary only,11,0.0050000000000000044,0.0050000000000000044,0.014007905454545456,0.36363636363636365
median,243,2018-05-07,ordinal only,13,0.20020103480894916,0.19225,0.1990708876923077,0.46153846153846156
geometric_mean_of_odds,200,2018-06-19,binary only,9,0.0007233232186905506,0.0050000000000000044,0.01820222222222223,0.7777777777777778
median,383,2018-08-04,ordinal only,10,0.08034566311081048,0.102175,0.1500809045,0.6
median,217,2018-07-23,ordinal only,11,0.004639632014065993,0.010449999999999989,0.08716048590909091,0.6363636363636364
geometric_mean_of_odds,339,2018-06-11,ordinal only,8,0.00025335287462992023,0.03625000000000002,0.1444125,0.75
median,267,2018-08-12,binary only,16,0.24499999999999997,0.24499999999999997,0.3871908775,0.4375
median,277,2018-04-27,ordinal only,2,0.2918499999999999,0.29869999999999997,0.29869999999999997,0.5
median,237,2018-04-03,multi-option nominal only,14,0.17556533540684832,0.2166,0.47468124928571426,0.5714285714285714
median,306,2018-07-16,binary only,26,0.0050000000000000044,0.0050000000000000044,0.13475522230769232,0.4230769230769231
geometric_mean_of_odds,263,2018-04-20,binary only,12,4.72987130967249e-6,0.0010000000000000009,0.059351041666666667,0.6666666666666666
geometric_mean_of_odds,368,2018-07-26,binary only,45,0.08661973676648285,0.21780000000000005,0.3665319928888889,0.6444444444444445
median,253,2018-04-24,binary only,5,0.0002000000000000002,0.0002000000000000002,0.00024040000000000026,0.2
median,248,2018-06-16,binary only,21,0.0008000000000000008,0.0008000000000000008,0.11145549047619048,0.42857142857142855
median,203,2018-04-16,binary only,3,0.0050000000000000044,0.0050000000000000044,0.011266666666666668,0.3333333333333333
geometric_mean_of_odds,203,2018-08-21,binary only,10,1.0301753418410492e-6,0.00010624999999999997,0.16753488200000002,0.6
geometric_mean_of_odds,194,2018-03-07,ordinal only,5,0.0012814244243248322,0.009020265000000008,0.19129405300000002,0.8
median,185,2018-06-19,ordinal only,20,0.02471767819497191,0.035820755,0.04837670325,0.55
median,318,2018-06-08,ordinal only,15,0.026124889716694442,0.023849999999999996,0.057460314,0.4666666666666667
median,284,2018-06-28,binary only,27,0.125,0.125,0.39576460962962967,0.4444444444444444
geometric_mean_of_odds,384,2018-08-31,ordinal only,25,0.696991784293764,0.56665,0.7163454767999999,0.48
geometric_mean_of_odds,322,2018-06-02,binary only,7,0.000028991293378353675,0.012799999999999987,0.03550628857142856,0.7142857142857143
median,312,2018-05-13,ordinal only,9,0.9012345679012347,0.8325,0.9157555555555555,0.3333333333333333
geometric_mean_of_odds,381,2018-08-06,binary only,23,0.008245901616797375,0.12251250000000005,0.14740917391304348,0.6521739130434783
median,270,2018-07-30,multi-option nominal only,15,0.014721074380165277,0.07999999999999999,0.0898,0.6
geometric_mean_of_odds,250,2018-05-02,ordinal only,9,0.0467640157501002,0.08166666666666665,0.1091613348148148,0.6666666666666666
median,233,2018-08-03,ordinal only,13,0.015,0.015,0.027230416923076924,0.38461538461538464
median,313,2018-05-22,multi-option nominal only,20,0.19134342372890456,0.2392,0.3646540075,0.55
geometric_mean_of_odds,347,2018-06-23,binary only,4,0.0001223377099546957,0.010399999999999998,0.20365000000000003,0.75
median,269,2018-07-10,binary only,13,0.72,0.72,0.6969358292307692,0.38461538461538464
median,341,2018-08-04,multi-option nominal only,18,0.044344125119332195,0.13760000000000003,0.4599098888888889,0.5555555555555556
geometric_mean_of_odds,255,2018-04-27,multi-option nominal only,5,0.00005513807386299214,0.0050000000000000044,0.010920000000000003,1.0
median,227,2018-04-20,multi-option nominal only,6,1.5985510091811954,1.5558999999999998,1.4922176666666667,0.16666666666666666
median,316,2018-07-22,ordinal only,9,0.14217338082316078,0.1563,0.13248097555555555,0.5555555555555556
geometric_mean_of_odds,324,2018-07-20,ordinal only,7,0.026666153677011535,0.012580000000000003,0.17032585714285717,0.42857142857142855
median,194,2018-05-31,ordinal only,39,0.011496973057279761,0.022283849999999984,0.06801943876282852,0.6153846153846154
geometric_mean_of_odds,317,2018-05-22,multi-option nominal only,21,0.2936322961038555,0.2888,0.42462799999999995,0.47619047619047616
median,178,2018-03-28,ordinal only,7,1.2841692036532608,1.1021000000000003,1.2567035635714288,0.42857142857142855
median,223,2018-04-28,binary only,9,0.21780000000000005,0.21780000000000005,0.4985127222222222,0.4444444444444444
geometric_mean_of_odds,200,2018-04-26,binary only,6,0.003215397327655744,0.0008000000000000008,0.18836666666666665,0.16666666666666666
geometric_mean_of_odds,290,2018-07-13,ordinal only,25,0.01035446241107953,0.034249999999999996,0.0342991328,0.64
median,207,2018-04-18,ordinal only,22,0.0625,0.0625,0.18171628318181818,0.45454545454545453
median,193,2018-03-29,ordinal only,20,0.0029743090369602375,0.008470305000000004,0.1193732555,0.55
median,233,2018-04-18,ordinal only,6,0.05185595567867035,0.061399999999999996,0.26445555555555555,0.6666666666666666
median,307,2018-05-23,ordinal only,18,0.19354085038883112,0.2943860625,0.48190110249999996,0.5555555555555556
median,263,2018-04-22,binary only,8,0.0004500000000000004,0.0005000000000000004,0.014524999999999998,0.5
median,215,2018-05-26,binary only,3,0.0018000000000000017,0.0018000000000000017,0.0102,0.3333333333333333
median,320,2018-05-29,ordinal only,6,0.13028480526677752,0.215625,0.4294561083333333,0.5
median,302,2018-05-03,binary only,70,0.9248000000000002,0.9248000000000002,0.8753608557142858,0.4857142857142857
median,268,2018-05-30,binary only,7,0.3256245,0.3256245,0.3970110457142857,0.42857142857142855
geometric_mean_of_odds,314,2018-07-07,ordinal only,8,0.9526152488719813,0.8838999999999999,0.87082622125,0.5
median,313,2018-07-26,multi-option nominal only,33,0.01813766429156775,0.061837260000000005,0.0875418396969697,0.5454545454545454
geometric_mean_of_odds,200,2018-09-05,binary only,100,0.00029920250011241897,0.0050000000000000044,0.14363737180000002,0.68
median,196,2018-03-26,binary only,5,0.0008000000000000008,0.0008000000000000008,0.03268,0.4
median,377,2018-07-10,binary only,20,0.05780000000000002,0.05780000000000002,0.18607252500000002,0.45
geometric_mean_of_odds,239,2018-04-03,ordinal only,11,0.6388005967896839,0.38249999999999995,0.7060676590909091,0.45454545454545453
geometric_mean_of_odds,314,2018-06-15,ordinal only,11,0.9899999718519429,0.9924999999999999,0.9011318445454546,0.5454545454545454
median,180,2018-05-06,ordinal only,15,0.18114367209030377,0.19245000000000004,0.2671652197565566,0.6
median,359,2018-07-05,binary only,10,0.0050000000000000044,0.0050000000000000044,0.003627368000000003,0.1
geometric_mean_of_odds,396,2018-09-05,ordinal only,3,0.021598480732045736,0.035300000000000005,0.04093333333333333,0.6666666666666666
geometric_mean_of_odds,313,2018-05-24,multi-option nominal only,40,0.25415529033101897,0.41443543,0.558158719,0.65
median,359,2018-08-02,binary only,29,0.004704499999999999,0.004704499999999999,0.022547307586206898,0.4827586206896552
geometric_mean_of_odds,234,2018-06-24,binary only,17,0.0865201806160767,0.0968,0.3510887047058823,0.5294117647058824
median,199,2018-08-27,binary only,16,0.0002000000000000002,0.0002000000000000002,0.0169375,0.3125
geometric_mean_of_odds,215,2018-05-22,binary only,14,0.04619502930717054,0.1241,0.3982345957142857,0.7142857142857143
geometric_mean_of_odds,223,2018-06-24,binary only,3,3.6900890428596377e-10,0.0,4.166666666666578e-6,0.3333333333333333
median,285,2018-05-11,binary only,3,0.44179999999999997,0.44179999999999997,0.512344,0.3333333333333333
geometric_mean_of_odds,313,2018-06-30,multi-option nominal only,1,0.40173965999999994,0.40173966,0.40173966,1.0
median,249,2018-04-22,binary only,5,0.06479999999999997,0.06479999999999997,0.43296,0.4
geometric_mean_of_odds,238,2018-04-21,ordinal only,1,0.11499999999999996,0.11499999999999996,0.11499999999999996,0.0
geometric_mean_of_odds,270,2018-08-28,multi-option nominal only,11,5.329685336282925e-7,0.0002000000000000002,0.034735083636363635,0.5454545454545454
geometric_mean_of_odds,210,2018-07-01,binary only,18,0.0003219531259536119,0.010399999999999998,0.057949,0.7222222222222222
median,306,2018-07-13,binary only,21,0.0050000000000000044,0.0050000000000000044,0.11514172761904762,0.42857142857142855
geometric_mean_of_odds,316,2018-06-14,ordinal only,30,0.07275216089328637,0.14509493750000002,0.21084549366666666,0.8666666666666667
median,177,2018-03-29,ordinal only,6,0.15302500000000002,0.1512,0.169175,0.5
geometric_mean_of_odds,249,2018-06-01,binary only,8,0.0008795534733932174,0.0050000000000000044,0.082,0.75
median,367,2018-06-23,binary only,44,0.024531125000000004,0.024702250000000002,0.2775315468181818,0.5
median,203,2018-08-02,binary only,26,0.03645,0.0369,0.24394606230769228,0.5
median,214,2018-05-06,binary only,24,0.045000000000000005,0.045000000000000005,0.1643385416666667,0.4166666666666667
geometric_mean_of_odds,198,2018-03-11,binary only,20,0.10200626776321996,0.125,0.26924010000000004,0.6
geometric_mean_of_odds,245,2018-04-19,binary only,29,7.752072296061909e-7,0.00020000000000000036,0.0011939655172413814,0.6551724137931034
median,282,2018-07-01,binary only,12,0.125,0.17,0.4801010416666667,0.5
median,259,2018-04-11,binary only,15,0.07999999999999999,0.07999999999999999,0.11358666666666667,0.2
geometric_mean_of_odds,193,2018-03-30,ordinal only,23,5.258589143613193e-7,0.00005577999999999981,0.06984255304347826,0.6956521739130435
geometric_mean_of_odds,306,2018-06-01,binary only,11,0.17005378041017988,0.18000000000000002,0.4796011363636364,0.5454545454545454
median,200,2018-04-02,binary only,10,0.003200000000000003,0.003200000000000003,0.029780000000000008,0.4
geometric_mean_of_odds,370,2018-07-27,binary only,27,0.015291145901448783,0.045000000000000005,0.0826645311111111,0.7407407407407407
geometric_mean_of_odds,294,2018-07-04,binary only,6,0.1628724010709871,0.14290000000000003,0.2868,0.5
median,180,2018-03-15,ordinal only,12,0.5856360931023489,0.608725,0.638675,0.5833333333333334
geometric_mean_of_odds,271,2018-06-07,binary only,32,0.27560107508038584,0.45169999999999993,0.5782182756249999,0.625
median,324,2018-06-03,ordinal only,14,0.06656804733727809,0.2285,0.23274285714285714,0.7142857142857143
geometric_mean_of_odds,199,2018-06-12,binary only,8,1.9919539055257658e-6,0.00206249,0.0171406225,0.625
geometric_mean_of_odds,368,2018-06-24,binary only,45,0.003989815998251262,0.045000000000000005,0.3195987777777778,0.7555555555555555
median,249,2018-04-21,binary only,7,0.033800000000000004,0.033800000000000004,0.1135135114285714,0.42857142857142855
geometric_mean_of_odds,352,2018-06-24,ordinal only,27,0.037436513788925915,0.08550000000000002,0.11994759925925925,0.8888888888888888
geometric_mean_of_odds,250,2018-05-23,ordinal only,28,0.0004267580554437043,0.00550727,0.05571674499999999,0.8571428571428571
median,213,2018-04-05,binary only,1,0.003200000000000003,0.003200000000000003,0.003200000000000003,0.0
median,259,2018-07-10,binary only,22,0.000028125000000000233,0.00003124999999999989,0.15217005363636363,0.5
median,237,2018-04-01,multi-option nominal only,17,0.368889740302181,0.4822,0.5529977207287904,0.5294117647058824
geometric_mean_of_odds,379,2018-07-21,binary only,21,0.06387551099260083,0.045000000000000005,0.1659452142857143,0.42857142857142855
geometric_mean_of_odds,358,2018-07-02,binary only,12,0.014165696525343701,0.0325,0.10137562666666668,0.5833333333333334
geometric_mean_of_odds,379,2018-07-18,binary only,55,0.11597145088554299,0.125,0.2803228192727273,0.5272727272727272
geometric_mean_of_odds,348,2018-07-20,binary only,12,0.004101860890090215,0.017900999999999993,0.09973064833333334,0.75
median,225,2018-05-27,ordinal only,5,0.05221846240642722,0.07208881499999999,0.063569386,0.6
geometric_mean_of_odds,233,2018-06-17,ordinal only,7,0.0024612784938129574,0.035,0.2270706561904762,0.7142857142857143
geometric_mean_of_odds,226,2018-03-26,ordinal only,14,2.1379887955467387e-7,0.000015000000000000027,0.004785357142857142,0.6428571428571429
geometric_mean_of_odds,230,2018-09-02,multi-option nominal only,25,1.9230745463049113,0.8450000000000001,1.0792921712,0.28
geometric_mean_of_odds,202,2018-04-25,binary only,5,1.246362884506854e-6,0.0050000000000000044,0.006000000000000001,0.6
geometric_mean_of_odds,249,2018-04-25,binary only,8,0.02006784637263325,0.03360996000000001,0.06182749,0.625
median,369,2018-07-09,binary only,19,0.5,0.5,0.8339822368421053,0.42105263157894735
median,199,2018-07-04,binary only,25,0.0008000000000000008,0.0008000000000000008,0.050225136,0.44
median,268,2018-08-01,binary only,31,0.15680000000000002,0.15680000000000002,0.4289954258064516,0.4838709677419355
median,198,2018-03-20,binary only,20,0.18271012500000003,0.18272025000000003,0.29869202499999997,0.5
geometric_mean_of_odds,262,2018-05-27,ordinal only,5,0.0074409515760336655,0.032499999999999994,0.17974425,0.6
geometric_mean_of_odds,294,2018-04-25,binary only,7,1.954839936111112,1.7020125,1.343744642857143,0.42857142857142855
median,232,2018-08-30,binary only,47,0.10579999999999999,0.10579999999999999,0.2661111046808511,0.48936170212765956
geometric_mean_of_odds,275,2018-06-06,binary only,9,0.00038885225277682993,0.0018000000000000017,0.017015146666666668,0.6666666666666666
median,229,2018-04-11,binary only,4,0.03125,0.0325,0.07874999999999999,0.5
geometric_mean_of_odds,217,2018-07-15,ordinal only,9,0.000025472900153089684,0.0028500000000000053,0.05202926111111111,0.7777777777777778
median,313,2018-06-20,multi-option nominal only,4,0.04573739221909894,0.12289999999999998,0.13230458,0.5
median,203,2018-06-11,binary only,16,0.019999999999999997,0.019999999999999997,0.345325,0.4375
geometric_mean_of_odds,381,2018-08-30,binary only,14,0.13924433465116315,0.07822024999999999,0.33364080285714287,0.35714285714285715
geometric_mean_of_odds,233,2018-07-28,ordinal only,3,0.01573038629537588,0.032266666666666666,0.03132672222222222,0.6666666666666666
geometric_mean_of_odds,238,2018-06-30,ordinal only,7,0.4280170566704454,0.41774999999999995,0.4185214285714286,0.42857142857142855
median,249,2018-04-10,binary only,13,0.045000000000000005,0.045000000000000005,0.21895039230769234,0.46153846153846156
median,202,2018-06-01,binary only,10,0.08120450000000001,0.081209,0.25550185000000003,0.5
geometric_mean_of_odds,263,2018-06-07,binary only,27,0.0017341134251586045,0.0035448200000000023,0.033820436296296295,0.5555555555555556
median,281,2018-06-22,multi-option nominal only,12,0.08647785132243421,0.1301,0.6165103316666667,0.5833333333333334
median,320,2018-08-16,ordinal only,38,0.0003198457690396108,0.0006929025,0.023103011025745187,0.5263157894736842
median,211,2018-08-08,binary only,23,0.003200000000000003,0.003200000000000003,0.10297687739130434,0.4782608695652174
geometric_mean_of_odds,269,2018-06-10,binary only,7,0.05159978670441938,0.05120000000000001,0.4197923,0.42857142857142855
median,322,2018-06-12,binary only,18,0.18000000000000005,0.18000000000000005,0.4302254555555556,0.4444444444444444
geometric_mean_of_odds,369,2018-06-24,binary only,38,0.689629746949748,0.25939999999999996,0.6216745847368421,0.3157894736842105
median,363,2018-09-02,binary only,25,0.0050000000000000044,0.0050000000000000044,0.20648468639999998,0.48
geometric_mean_of_odds,394,2018-08-27,binary only,150,0.051496812920978144,0.125,0.2709066102666667,0.5733333333333334
geometric_mean_of_odds,306,2018-05-09,binary only,23,0.03103152330103146,0.06530497999999998,0.2669454191304348,0.5652173913043478
median,299,2018-05-25,multi-option nominal only,8,0.8036033856058427,0.8300000000000001,0.74342352,0.5
median,383,2018-08-17,ordinal only,27,0.16461884000528476,0.16695000000000002,0.2118722140740741,0.5185185185185185
geometric_mean_of_odds,271,2018-04-14,binary only,14,0.9224601500888086,0.9326202499999999,0.8264182728571428,0.5
median,213,2018-03-27,binary only,5,0.003200000000000003,0.003200000000000003,0.40708622400000005,0.4
geometric_mean_of_odds,204,2018-03-16,ordinal only,40,0.31294768963438085,0.20056720999999997,0.23933051575,0.3
geometric_mean_of_odds,230,2018-06-25,multi-option nominal only,5,1.507691175349898,1.3972,1.5084102,0.4
median,341,2018-07-03,multi-option nominal only,32,0.11643677034121314,0.19798958926516433,0.42839294839157277,0.5625
median,248,2018-04-17,binary only,13,0.0008000000000000008,0.0008000000000000008,0.024995158461538457,0.46153846153846156
median,214,2018-05-02,binary only,4,0.19220000000000004,0.1994,0.3822,0.5
geometric_mean_of_odds,219,2018-05-04,binary only,14,0.7917040917109378,0.6725000000000001,0.7765478914285715,0.5
geometric_mean_of_odds,198,2018-04-08,binary only,22,1.2097387523493732,0.4901,0.7101811481818182,0.22727272727272727
geometric_mean_of_odds,259,2018-05-04,binary only,38,0.14921743332718992,0.1341,0.40679372421052634,0.5
median,215,2018-05-29,binary only,9,0.019999999999999997,0.019999999999999997,0.37004847333333335,0.4444444444444444
median,288,2018-06-03,binary only,10,0.0018000000000000032,0.0020000000000000035,0.0078218,0.5
median,268,2018-09-07,binary only,36,4.999999999999449e-7,1.000000000000001e-6,0.00974656388888889,0.5
geometric_mean_of_odds,230,2018-08-26,multi-option nominal only,16,1.8662588865924894,0.815040285,0.945722200625,0.125
median,268,2018-08-04,binary only,8,0.125,0.125,0.22039512749999998,0.375
median,249,2018-05-27,binary only,9,0.0009945799999999995,0.0009945799999999995,0.08224142888888888,0.4444444444444444
geometric_mean_of_odds,267,2018-05-01,binary only,3,3.9337474458578955e-6,0.0050000000000000044,0.003333333333333336,0.6666666666666666
median,269,2018-07-01,binary only,8,0.004050000000000003,0.004100000000000004,0.111184465,0.5
median,215,2018-05-17,binary only,21,0.24499999999999997,0.24499999999999997,0.47496292,0.47619047619047616
median,219,2018-04-08,binary only,1,0.5,0.5,0.5,0.0
geometric_mean_of_odds,201,2018-07-07,binary only,7,0.000626723048618391,0.007200000000000007,0.09162857142857143,0.7142857142857143
geometric_mean_of_odds,367,2018-06-25,binary only,28,0.000570248310415313,0.0125,0.16932873214285715,0.7857142857142857
median,304,2018-06-12,ordinal only,14,0.09989824314421156,0.22976774,0.3338270464285715,0.7857142857142857
geometric_mean_of_odds,351,2018-07-03,ordinal only,23,0.10655887915372397,0.26125,0.2778362636956522,0.9565217391304348
geometric_mean_of_odds,299,2018-06-30,multi-option nominal only,7,1.0071767732852124,0.5414,0.6075729028571429,0.14285714285714285
geometric_mean_of_odds,188,2018-04-16,ordinal only,9,0.2930084763498696,0.32900204000000005,0.2977363561111111,0.6666666666666666
median,214,2018-07-24,binary only,13,0.05120000000000001,0.05120000000000001,0.10568665384615385,0.46153846153846156
geometric_mean_of_odds,193,2018-03-12,ordinal only,24,0.004077174062109426,0.07875,0.12024583333333334,0.9166666666666666
geometric_mean_of_odds,319,2018-05-11,binary only,13,0.16317560724006375,0.13520000000000001,0.20749265384615384,0.46153846153846156
median,345,2018-06-23,ordinal only,35,0.31217448311864904,0.34200650000000005,0.340819472,0.6285714285714286
geometric_mean_of_odds,342,2018-06-01,multi-option nominal only,17,0.08286542413504512,0.39872599999999997,0.47959903058823533,0.8235294117647058
median,362,2018-08-13,binary only,25,0.003200000000000003,0.003200000000000003,0.04454408,0.44
median,180,2018-05-30,ordinal only,21,0.3159818733509857,0.40625000000000006,0.42288156385635645,0.6190476190476191
median,290,2018-06-30,ordinal only,11,0.04894377715381497,0.059799999999999985,0.06769026863636363,0.5454545454545454
median,307,2018-06-27,ordinal only,16,0.14067052255652426,0.24010000000000004,0.409270174406711,0.5625
median,307,2018-05-22,ordinal only,3,0.3464083175803403,0.35240000000000005,0.46660000000000007,0.6666666666666666
median,303,2018-05-28,ordinal only,19,0.0036000000000000064,0.0036000000000000064,0.03245058,0.47368421052631576
geometric_mean_of_odds,194,2018-03-31,ordinal only,9,0.056039429306564255,0.09389999999999998,0.10368888888888889,0.6666666666666666
geometric_mean_of_odds,260,2018-05-03,ordinal only,13,1.47022147074923,1.0469499999999998,1.0481070711538463,0.23076923076923078
median,240,2018-04-30,ordinal only,1,1.205,1.205,1.205,0.0
geometric_mean_of_odds,239,2018-04-07,ordinal only,5,0.2420217159452477,0.5113999999999999,0.4596252817887049,0.8
median,226,2018-04-02,ordinal only,1,0.0,0.0,0.0,0.0
median,240,2018-06-04,ordinal only,6,0.44699767377092187,0.48375,0.4505173883333334,0.5
geometric_mean_of_odds,185,2018-06-09,ordinal only,19,0.014429878912128954,0.03125,0.07974156736842106,0.6842105263157895
geometric_mean_of_odds,319,2018-05-09,binary only,44,0.058284347862497046,0.1405,0.34656818181818183,0.75
median,235,2018-04-02,ordinal only,12,0.5997132168978105,0.58881951,0.6171245945833334,0.4166666666666667
geometric_mean_of_odds,200,2018-08-16,binary only,34,0.0002149762900982664,0.019999999999999997,0.26641232647058827,0.6764705882352942
geometric_mean_of_odds,211,2018-08-09,binary only,37,0.00009269293146553509,0.0050000000000000044,0.06024420810810811,0.7567567567567568
median,208,2018-03-21,ordinal only,15,0.10680529300567108,0.10889999999999997,0.14400042266666668,0.5333333333333333
geometric_mean_of_odds,350,2018-05-29,binary only,62,0.3739047809030153,0.4049999999999999,0.6722191245161291,0.5483870967741935
median,223,2018-06-28,binary only,18,0.6572311250000001,0.65831225,0.6409635766666667,0.5
geometric_mean_of_odds,355,2018-06-23,binary only,9,0.0049112488035978966,0.13005,0.17033928444444443,0.6666666666666666
geometric_mean_of_odds,295,2018-06-06,ordinal only,16,0.022796511278940126,0.25295,0.429420393125,0.75
geometric_mean_of_odds,285,2018-06-03,binary only,8,0.4449405930122335,0.5825,0.61158684,0.5
geometric_mean_of_odds,347,2018-07-10,binary only,2,0.0523649126801181,0.0964,0.09640000000000001,0.5
median,229,2018-04-22,binary only,2,0.125,0.1322,0.1322,0.5
median,305,2018-07-07,ordinal only,16,0.581995961313636,0.5935,0.48618125,0.5
median,320,2018-08-03,ordinal only,14,0.00901917043625048,0.012982382500000002,0.07683898857142858,0.5
geometric_mean_of_odds,264,2018-07-08,ordinal only,7,0.03861201628617184,0.3254306249999999,0.3209900892857143,0.8571428571428571
median,236,2018-04-27,ordinal only,5,0.1422994699755465,0.13762334999999995,0.189539335,0.4
geometric_mean_of_odds,367,2018-08-01,binary only,16,0.0021073264294062034,0.019999999999999997,0.17200156249999998,0.75
median,290,2018-05-04,ordinal only,72,0.08636353655801125,0.122703755,0.18533040930555555,0.6944444444444444
median,221,2018-04-04,ordinal only,7,0.11725637000362278,0.13,0.28453303571428573,0.7142857142857143
geometric_mean_of_odds,316,2018-07-16,ordinal only,22,0.03577818485408565,0.11268027999999998,0.16808097045454545,0.7727272727272727
geometric_mean_of_odds,186,2018-05-08,ordinal only,24,0.003104073880803058,0.02065,0.09204169479166667,0.6666666666666666
geometric_mean_of_odds,207,2018-03-15,ordinal only,37,1.0000672871745384,1.0,1.0727266405405407,0.4864864864864865
median,338,2018-06-21,ordinal only,49,0.1549316845230011,0.19028425000000004,0.23889988102040816,0.673469387755102
geometric_mean_of_odds,282,2018-07-25,binary only,13,0.00997964595521743,0.019999999999999997,0.1861216523076923,0.7692307692307693
geometric_mean_of_odds,282,2018-08-02,binary only,52,0.019897763976508737,0.125,0.31686224961538456,0.5961538461538461
geometric_mean_of_odds,370,2018-08-01,binary only,28,0.010289128744308665,0.019999999999999997,0.07139204571428572,0.6428571428571429
geometric_mean_of_odds,201,2018-04-11,binary only,13,0.07723676950332346,0.045000000000000005,0.20006153846153846,0.3076923076923077
geometric_mean_of_odds,313,2018-06-24,multi-option nominal only,6,0.05587897938059029,0.16960000000000003,0.17933333333333334,0.5
geometric_mean_of_odds,356,2018-06-18,ordinal only,19,0.000027279761435236082,0.0016666666666666696,0.07145297929824561,0.6842105263157895
geometric_mean_of_odds,282,2018-04-22,binary only,8,0.0017749613915969621,0.019999999999999997,0.050125,0.875
median,349,2018-05-29,binary only,37,0.23119999999999996,0.23119999999999996,0.30339342702702704,0.4864864864864865
median,213,2018-08-27,binary only,11,0.0050000000000000044,0.0050000000000000044,0.10285477272727271,0.36363636363636365
geometric_mean_of_odds,307,2018-08-19,ordinal only,14,1.650157537113746e-7,0.000015000000000000027,0.03690680749999999,0.6428571428571429
median,347,2018-06-08,binary only,18,0.28125,0.28250000000000003,0.3829319433333333,0.5
geometric_mean_of_odds,264,2018-07-07,ordinal only,7,0.37735684160239596,0.1726418,0.19382739999999998,0.14285714285714285
median,369,2018-07-13,binary only,15,0.17892162000000003,0.17892162000000003,0.6089584826666667,0.4666666666666667
geometric_mean_of_odds,223,2018-07-12,binary only,32,0.03366276398132462,0.21596224000000003,0.414079996875,0.78125
geometric_mean_of_odds,186,2018-03-22,ordinal only,9,0.3999049080110023,0.26125000000000004,0.4669002161111112,0.4444444444444444
geometric_mean_of_odds,355,2018-06-06,binary only,29,0.09420013874075649,0.07999999999999999,0.2973728448275862,0.4827586206896552
geometric_mean_of_odds,211,2018-03-15,binary only,110,0.009813927800493592,0.019999999999999997,0.11832585909090909,0.6090909090909091
geometric_mean_of_odds,249,2018-04-09,binary only,17,0.0012321845666067924,0.0288,0.05473264,0.7647058823529411
median,180,2018-05-05,ordinal only,17,0.41238754325259513,0.4625,0.5399171709937219,0.6470588235294118
median,320,2018-06-04,ordinal only,14,0.061839382723286394,0.07269588249999999,0.18167733325825758,0.6428571428571429
geometric_mean_of_odds,295,2018-06-29,ordinal only,19,1.2138756618627182e-7,4.9999999999999996e-6,0.07918543421052633,0.5789473684210527
geometric_mean_of_odds,219,2018-04-06,binary only,3,0.4231457420801026,0.40499999999999997,0.4236,0.3333333333333333
geometric_mean_of_odds,308,2018-05-15,binary only,11,0.06179321238751678,0.49501250000000013,0.5231991654545455,0.6363636363636364
median,356,2018-06-06,ordinal only,14,0.6088022128076747,0.615,0.7214142857142857,0.5
geometric_mean_of_odds,260,2018-04-12,ordinal only,18,0.5421042302777908,0.6744,0.7135328825,0.6666666666666666
median,377,2018-09-07,binary only,28,4.999999999999449e-7,1.000000000000001e-6,0.170826875,0.5
median,215,2018-06-23,binary only,10,0.02444260500000001,0.02630921,0.38666525399999996,0.5
median,203,2018-07-04,binary only,16,0.019999999999999997,0.019999999999999997,0.48526875,0.4375
median,241,2018-04-13,binary only,10,0.23119999999999996,0.2314,0.602956522,0.5
geometric_mean_of_odds,311,2018-05-12,ordinal only,6,1.560402072288223,1.2771,1.23655,0.3333333333333333
geometric_mean_of_odds,351,2018-08-21,ordinal only,8,0.1357735710607547,0.22260000000000002,0.32275574,0.75
geometric_mean_of_odds,376,2018-08-31,binary only,22,6.9233425904816536e-9,0.0,0.05349118181818182,0.4090909090909091
geometric_mean_of_odds,357,2018-07-29,binary only,11,0.06540544119835742,0.125,0.20687272727272726,0.7272727272727273
median,347,2018-06-24,binary only,6,0.0002000000000000002,0.0002000000000000002,0.03953366666666667,0.3333333333333333
median,376,2018-08-08,binary only,29,0.012799999999999994,0.012799999999999994,0.20734249586206896,0.4827586206896552
