method,discover_question_id,scoring_day_et,subset,n_individuals,aggregate_brier,median_individual_brier,mean_individual_brier,aggregate_percentile_rank
geometric_mean_of_odds,232,2018-05-18,binary only,13,0.006112018583584832,0.125,0.34920654923076927,0.7692307692307693
median,377,2018-08-12,binary only,12,0.0002000000000000002,0.0002000000000000002,0.036721170000000004,0.4166666666666667
geometric_mean_of_odds,267,2018-08-30,binary only,36,8.769279366455892e-7,0.0008972900000000001,0.01644579722222222,0.5833333333333334
geometric_mean_of_odds,346,2018-06-26,binary only,9,0.013209707919518292,0.0050000000000000044,0.22164743555555552,0.3333333333333333
geometric_mean_of_odds,363,2018-08-21,binary only,17,0.30951905090774784,0.23120000000000007,0.41683840470588235,0.47058823529411764
median,346,2018-06-21,binary only,18,0.012799999999999994,0.013600000000000001,0.2887961988888889,0.5
geometric_mean_of_odds,237,2018-04-10,multi-option nominal only,11,0.1477056547187006,0.1332,0.30626693636363633,0.45454545454545453
geometric_mean_of_odds,234,2018-06-19,binary only,23,0.01558464903858903,0.06479999999999997,0.4311062965217391,0.782608695652174
geometric_mean_of_odds,239,2018-07-16,ordinal only,11,0.5535661871947344,0.21159999999999995,0.4172421754545455,0.36363636363636365
geometric_mean_of_odds,262,2018-06-17,ordinal only,14,0.000021306057858662742,0.010000000000000002,0.07662354214285715,0.7857142857142857
geometric_mean_of_odds,238,2018-06-03,ordinal only,9,0.27472115608502795,0.20835,0.24975300722222218,0.3333333333333333
median,363,2018-07-12,binary only,36,1.2774412800000001,1.2774425600000001,1.1354085872222222,0.5
geometric_mean_of_odds,219,2018-06-04,binary only,11,0.16385824809673025,0.5,0.6822731363636364,0.8181818181818182
geometric_mean_of_odds,363,2018-09-02,binary only,25,0.00042485356312600036,0.0050000000000000044,0.20648468639999998,0.76
median,253,2018-04-18,binary only,24,0.0002000000000000002,0.0002000000000000002,0.08139999999999999,0.2916666666666667
median,194,2018-03-31,ordinal only,9,0.049633329790626006,0.09389999999999998,0.10368888888888889,0.6666666666666666
geometric_mean_of_odds,338,2018-06-07,ordinal only,44,0.1628338817333875,0.23781817500000002,0.29330179616711427,0.7727272727272727
geometric_mean_of_odds,233,2018-06-18,ordinal only,13,0.02675687515595626,0.09126666666666666,0.31190841025641025,0.6923076923076923
median,232,2018-06-02,binary only,6,0.28125,0.2925,0.3009,0.5
geometric_mean_of_odds,351,2018-06-24,ordinal only,6,0.2986020406955572,0.36865975000000006,0.4344303866666666,0.8333333333333334
geometric_mean_of_odds,243,2018-05-03,ordinal only,1,0.24710007751349652,0.24706266999999998,0.24706266999999998,0.0
geometric_mean_of_odds,210,2018-03-17,binary only,23,0.05577383820028353,0.045000000000000005,0.2542126643478261,0.43478260869565216
geometric_mean_of_odds,230,2018-07-15,multi-option nominal only,9,1.3994079977895273,1.3369999999999997,1.1444928244444443,0.4444444444444444
geometric_mean_of_odds,364,2018-06-22,ordinal only,49,0.7588676777848907,0.6914,0.6032250834693877,0.3673469387755102
median,312,2018-06-27,ordinal only,15,0.1534566183891341,0.16249999999999998,0.293707026,0.6
geometric_mean_of_odds,263,2018-07-29,binary only,14,1.2987743401316872e-6,0.00010624999999999997,0.13280459142857146,0.6428571428571429
median,271,2018-06-23,binary only,15,0.04500000000000001,0.04500000000000001,0.2958249573333333,0.4666666666666667
median,358,2018-08-31,binary only,14,0.000028125000000000233,0.00003124999999999989,0.09028482142857143,0.5
geometric_mean_of_odds,215,2018-07-10,binary only,12,0.09808736826064217,0.4592090000000001,0.5312348333333333,0.8333333333333334
median,313,2018-05-30,multi-option nominal only,20,0.790856253603196,0.9514859,0.7567001474999999,0.55
geometric_mean_of_odds,215,2018-05-07,binary only,5,0.0037284957813393223,0.13005,0.36941292000000003,0.8
median,188,2018-06-07,ordinal only,51,0.30704613137045567,0.30765000000000003,0.30808510098039216,0.5098039215686274
median,250,2018-05-06,ordinal only,56,0.07211829006009401,0.13543333333333335,0.3149502826190476,0.5892857142857143
geometric_mean_of_odds,365,2018-08-03,ordinal only,27,0.12594765279582532,0.1348,0.1662101114814815,0.5185185185185185
median,192,2018-03-11,ordinal only,8,0.8665782360830983,0.8949500000000001,0.9834660275,0.5
median,318,2018-07-29,ordinal only,16,0.0030019667290861482,0.0034928125000000003,0.056737007812500004,0.5
geometric_mean_of_odds,186,2018-05-01,ordinal only,7,0.011257201114226043,0.0162,0.04429922285714285,0.7142857142857143
geometric_mean_of_odds,177,2018-04-29,ordinal only,8,2.9802573211867807e-6,0.0011808475,0.006728336875000001,0.75
median,389,2018-08-17,ordinal only,49,0.16660481274009722,0.17725591,0.20710453448979593,0.5306122448979592
median,260,2018-04-21,ordinal only,4,0.5948153409090907,0.572875,0.8023750000000001,0.25
geometric_mean_of_odds,281,2018-07-31,multi-option nominal only,8,0.00039345724592399514,0.1754,0.308625,0.875
median,312,2018-06-13,ordinal only,17,0.07842368395255365,0.07300000000000001,0.49301327294117636,0.47058823529411764
geometric_mean_of_odds,268,2018-07-01,binary only,8,4.496809917215252e-7,0.0001000000000000001,0.18205000000000005,0.5
geometric_mean_of_odds,370,2018-07-16,binary only,75,0.02181836903469739,0.045000000000000005,0.1318007144,0.56
geometric_mean_of_odds,214,2018-08-08,binary only,18,0.0025755173233991064,0.0050000000000000044,0.14990736222222223,0.7777777777777778
median,267,2018-05-18,binary only,11,0.07999999999999999,0.07999999999999999,0.10052892,0.36363636363636365
geometric_mean_of_odds,235,2018-04-22,ordinal only,3,0.5496267804531094,0.37060000000000004,0.61675,0.3333333333333333
median,250,2018-05-14,ordinal only,12,0.008511815463840743,0.03096666666666667,0.2349777777777778,0.5833333333333334
median,200,2018-07-28,binary only,7,0.0008000000000000008,0.0008000000000000008,0.08760000000000003,0.2857142857142857
geometric_mean_of_odds,242,2018-04-18,ordinal only,25,0.09368242763152584,0.19875000000000004,0.24101171059999998,0.88
median,311,2018-05-28,ordinal only,3,0.972412254610351,0.9275000000000001,1.0972333333333333,0.3333333333333333
geometric_mean_of_odds,326,2018-06-24,binary only,9,0.000020267699779587542,0.0050000000000000044,0.007312722222222225,0.6666666666666666
geometric_mean_of_odds,320,2018-05-22,ordinal only,16,0.6437075349900483,0.6462499999999998,0.711565625,0.5
median,199,2018-06-20,binary only,26,0.054450000000000005,0.05489999999999999,0.2713917223076923,0.5
geometric_mean_of_odds,250,2018-06-11,ordinal only,10,1.4387909418190913e-8,0.0,0.11237426666666665,0.4
median,257,2018-07-09,binary only,15,0.07999999999999999,0.07999999999999999,0.14621666666666666,0.4
geometric_mean_of_odds,217,2018-08-11,ordinal only,10,5.7925341185166376e-8,7.500000000000014e-6,0.022306255500000004,0.5
geometric_mean_of_odds,324,2018-07-13,ordinal only,12,0.9743945350718994,0.289251805,0.502714905,0.3333333333333333
geometric_mean_of_odds,232,2018-04-03,binary only,8,0.37070632023283256,0.52,0.5883499999999999,0.5
median,308,2018-05-15,binary only,11,0.49501250000000013,0.49501250000000013,0.5231991654545455,0.45454545454545453
geometric_mean_of_odds,229,2018-08-30,binary only,34,0.0012487718761942349,0.031316,0.16352412588235296,0.7058823529411765
geometric_mean_of_odds,365,2018-08-16,ordinal only,75,0.17155721932016718,0.20625000000000002,0.25788820546666663,0.5733333333333334
median,188,2018-05-18,ordinal only,27,0.2332397990037291,0.245073005,0.28070602944444445,0.5925925925925926
median,355,2018-06-06,binary only,29,0.07999999999999999,0.07999999999999999,0.2973728448275862,0.4827586206896552
median,275,2018-06-18,binary only,10,0.0002000000000000002,0.0002000000000000002,0.0078737,0.3
geometric_mean_of_odds,251,2018-04-17,binary only,7,0.8542382470287547,1.125,0.9252581742857142,0.5714285714285714
median,281,2018-07-22,multi-option nominal only,6,0.15541788575511128,0.6775,0.7600971833333334,0.6666666666666666
median,305,2018-06-06,ordinal only,30,0.5876314223368381,0.7250005000000002,0.76929277,0.5333333333333333
geometric_mean_of_odds,357,2018-06-07,binary only,158,0.18607215124902945,0.19220000000000004,0.38130386848101266,0.5063291139240507
median,199,2018-03-13,binary only,33,0.019999999999999997,0.019999999999999997,0.16735143696969698,0.42424242424242425
geometric_mean_of_odds,386,2018-08-06,binary only,87,1.9481559717763484,1.62,1.3833087110344828,0.2988505747126437
geometric_mean_of_odds,327,2018-08-07,binary only,12,0.000029050478084940344,0.00024161000000000037,0.0015472233333333344,0.8333333333333334
geometric_mean_of_odds,179,2018-04-15,binary only,2,0.1719076917507559,0.3791777599999999,0.3791777599999999,0.5
geometric_mean_of_odds,353,2018-06-17,ordinal only,15,0.008570448153510924,0.13249999999999998,0.5820814413333333,0.8
geometric_mean_of_odds,351,2018-06-11,ordinal only,26,0.4196573396509963,0.394625,0.40429313025641395,0.4230769230769231
geometric_mean_of_odds,365,2018-08-21,ordinal only,42,0.0022379072820223563,0.05942499999999999,0.060268641190476195,0.8333333333333334
median,370,2018-08-31,binary only,15,0.0018000000000000017,0.0018000000000000017,0.0465068,0.4666666666666667
geometric_mean_of_odds,232,2018-07-13,binary only,12,0.00034432786882581464,0.0050000000000000044,0.027999560000000003,0.8333333333333334
geometric_mean_of_odds,257,2018-08-05,binary only,21,0.0004790831402388813,0.007200000000000007,0.1766095476190476,0.7142857142857143
median,375,2018-07-15,binary only,18,0.40499999999999997,0.41000000000000003,0.5935817877777778,0.5
geometric_mean_of_odds,347,2018-07-17,binary only,6,0.11784948075076436,0.3541,0.33093333333333336,0.6666666666666666
geometric_mean_of_odds,303,2018-05-10,ordinal only,88,0.30141787662739866,0.2933,0.4237544786363637,0.4772727272727273
geometric_mean_of_odds,178,2018-05-18,ordinal only,15,0.7895129835574415,0.4950000000000001,0.7346896980000001,0.4
geometric_mean_of_odds,223,2018-05-11,binary only,5,0.20654306437187336,1.0368,0.7428,0.6
median,267,2018-07-14,binary only,8,0.0242,0.024399999999999998,0.270975,0.5
geometric_mean_of_odds,262,2018-05-04,ordinal only,54,0.01663813371994475,0.18245050000000002,0.2284053724074074,0.8518518518518519
geometric_mean_of_odds,225,2018-05-02,ordinal only,2,0.08799363719049391,0.1575,0.1575,1.0
geometric_mean_of_odds,358,2018-09-01,binary only,16,1.1883447916420112e-7,0.0001000000000000001,0.011347173750000002,0.5
median,279,2018-05-12,ordinal only,23,0.05124653739612188,0.04900000000000001,0.10133371782608695,0.4782608695652174
median,221,2018-03-22,ordinal only,20,0.011461166502445226,0.022449999999999987,0.28177687875,0.65
geometric_mean_of_odds,339,2018-07-16,ordinal only,13,0.00004052485070959626,0.004999999999999994,0.08943092307692309,0.6923076923076923
median,362,2018-07-12,binary only,29,0.019999999999999997,0.019999999999999997,0.1162444179310345,0.4827586206896552
median,351,2018-08-05,ordinal only,7,0.1418908788004998,0.25825,0.3728202507142857,0.7142857142857143
median,260,2018-05-15,ordinal only,16,1.538451431508335,1.4593000000000003,1.38255782875,0.4375
median,309,2018-05-02,binary only,10,0.10124999999999998,0.13249999999999998,0.34520145,0.5
geometric_mean_of_odds,194,2018-04-23,ordinal only,9,0.0002890046205167881,0.05000000000000002,0.049666666666666665,0.8888888888888888
median,239,2018-07-21,ordinal only,4,0.4627127414341563,0.723627005,0.8281385025,0.5
median,239,2018-06-02,ordinal only,4,0.06236250691628956,0.06506052,0.10005526,0.5
median,200,2018-07-18,binary only,14,0.012799999999999994,0.013600000000000001,0.17861714285714284,0.5
geometric_mean_of_odds,299,2018-05-17,multi-option nominal only,34,0.20839232267041244,0.5,0.5158252061764705,0.7941176470588235
median,270,2018-08-07,multi-option nominal only,23,0.022337436601684434,0.045000000000000005,0.17913363043478261,0.5652173913043478
median,259,2018-04-04,binary only,6,0.09244999999999998,0.16849999999999996,0.5095333333333333,0.5
geometric_mean_of_odds,201,2018-05-25,binary only,9,0.0007942150987662549,0.007200000000000007,0.03738994666666667,0.6666666666666666
geometric_mean_of_odds,229,2018-08-27,binary only,5,8.549423391328859e-6,0.0002000000000000002,0.0028293,0.6
median,271,2018-06-22,binary only,18,0.03645,0.0369,0.05331900444444444,0.5
geometric_mean_of_odds,215,2018-04-05,binary only,5,0.0009276172875210061,0.0050000000000000044,0.004560400000000004,0.6
geometric_mean_of_odds,347,2018-08-13,binary only,18,0.00022907779992269896,0.018402250000000002,0.16096764555555557,0.6111111111111112
median,232,2018-06-03,binary only,7,0.125,0.125,0.1410857142857143,0.42857142857142855
median,348,2018-07-27,binary only,7,0.0002000000000000002,0.0002000000000000002,0.08107521142857142,0.2857142857142857
median,300,2018-05-09,multi-option nominal only,23,0.45518334087822543,0.4850000000000001,0.7121657773913043,0.5217391304347826
geometric_mean_of_odds,255,2018-06-21,multi-option nominal only,13,0.022028395246036152,0.22309638000000004,0.3847674392307692,0.7692307692307693
median,357,2018-06-17,binary only,20,0.4608,0.4616,0.580572721,0.5
median,227,2018-05-06,multi-option nominal only,14,1.1881654005731848,1.2375,1.2545689364285713,0.5714285714285714
geometric_mean_of_odds,202,2018-05-13,binary only,5,0.0005131769160804637,0.003200000000000003,0.23923999999999998,0.8
median,313,2018-06-11,multi-option nominal only,7,0.18551567302217178,0.2144,0.4104865714285714,0.5714285714285714
geometric_mean_of_odds,215,2018-06-02,binary only,1,0.0008000000000000009,0.0008000000000000008,0.0008000000000000008,0.0
geometric_mean_of_odds,230,2018-07-23,multi-option nominal only,15,1.9797111247451507,1.2800000000000002,1.2853999999999999,0.3333333333333333
geometric_mean_of_odds,389,2018-08-14,ordinal only,92,0.013602922410431241,0.08124999999999999,0.11242578670343677,0.9565217391304348
median,186,2018-05-10,ordinal only,68,0.03150870023363531,0.04125,0.18458676544117647,0.5588235294117647
geometric_mean_of_odds,316,2018-07-19,ordinal only,29,0.37046557984753764,0.20370000000000002,0.2450158094827586,0.3103448275862069
geometric_mean_of_odds,238,2018-03-29,ordinal only,22,0.446496595314312,0.3512249999999999,0.4193665954545454,0.36363636363636365
geometric_mean_of_odds,217,2018-04-11,ordinal only,10,0.017666916194180683,0.10022499999999997,0.20476,0.8
geometric_mean_of_odds,355,2018-08-13,binary only,18,0.00002095834377099,0.005168160000000002,0.02454782333333333,0.7222222222222222
median,341,2018-05-23,multi-option nominal only,51,1.4135802469135803,1.5050000000000001,1.3619099215686277,0.5686274509803921
median,189,2018-04-01,ordinal only,18,0.02962001402214369,0.043475,0.09162548305555557,0.6666666666666666
median,270,2018-07-23,multi-option nominal only,17,0.09766763848396504,0.125,0.37141176470588233,0.5294117647058824
median,344,2018-07-07,ordinal only,8,0.1262840928977964,0.14815,0.1601898125,0.625
geometric_mean_of_odds,177,2018-03-12,ordinal only,15,0.30963489008371065,0.44749999999999995,0.5318400123333333,0.5333333333333333
geometric_mean_of_odds,215,2018-03-19,binary only,20,0.012522179839784573,0.0596,0.301587725,0.7
median,202,2018-07-28,binary only,22,0.0002000000000000002,0.0002000000000000002,0.03488256818181818,0.4090909090909091
geometric_mean_of_odds,282,2018-08-16,binary only,60,0.16348668006566552,0.125,0.541140549,0.48333333333333334
median,286,2018-06-23,multi-option nominal only,17,0.000784106564404586,0.0009523299999999988,0.05505502823529412,0.5294117647058824
median,341,2018-06-01,multi-option nominal only,18,0.8043909925911246,0.8600000000000001,0.8490421911111111,0.5555555555555556
median,270,2018-04-16,multi-option nominal only,11,0.020244720000000004,0.020244720000000004,0.11873897545454545,0.45454545454545453
median,299,2018-05-06,multi-option nominal only,15,0.37241097847158455,0.3752,0.5241647726666667,0.5333333333333333
median,383,2018-07-20,ordinal only,66,0.10320162258641001,0.138075,0.18102197053030306,0.5909090909090909
median,211,2018-08-11,binary only,10,0.00007812499999999973,0.00010624999999999997,0.12112125,0.5
geometric_mean_of_odds,271,2018-06-28,binary only,29,0.0551814287440005,0.125,0.19356751379310347,0.6551724137931034
median,282,2018-08-15,binary only,22,0.10124999999999999,0.1025,0.5279454545454546,0.5
median,254,2018-04-17,binary only,8,0.12928612500000006,0.17090225000000003,0.5727255625000001,0.5
median,223,2018-05-02,binary only,4,0.012799999999999994,0.013600000000000001,0.25179999999999997,0.5
median,211,2018-07-10,binary only,13,0.019999999999999997,0.019999999999999997,0.0422060276923077,0.38461538461538464
geometric_mean_of_odds,271,2018-04-28,binary only,1,0.6050000000000001,0.6050000000000001,0.6050000000000001,0.0
median,380,2018-07-16,ordinal only,86,0.061111111111111095,0.08862500000000001,0.1031941535713028,0.6395348837209303
median,368,2018-07-02,binary only,17,0.1152,0.1152,0.2316009717647059,0.47058823529411764
geometric_mean_of_odds,269,2018-06-21,binary only,20,0.12610874447332193,0.27765720999999993,0.439081283,0.6
geometric_mean_of_odds,353,2018-06-08,ordinal only,55,0.1481160828800871,0.20500000000000002,0.4583814678181818,0.6181818181818182
median,351,2018-08-27,ordinal only,13,0.24029343659345173,0.3155,0.41052928576923076,0.7692307692307693
median,353,2018-07-26,ordinal only,36,0.06127468294764533,0.050897685,0.23145391889743502,0.5
geometric_mean_of_odds,219,2018-05-23,binary only,29,0.9064142863026036,0.9799999999999999,0.9437785351724138,0.5517241379310345
geometric_mean_of_odds,199,2018-08-11,binary only,19,0.00007054465859756705,0.0050000000000000044,0.11018136421052632,0.6842105263157895
geometric_mean_of_odds,288,2018-07-25,binary only,22,1.8287343242240774e-9,0.0,0.0038181818181818195,0.3181818181818182
median,309,2018-05-07,binary only,42,0.13005,0.1301,0.26471583,0.5
median,287,2018-05-12,binary only,5,0.2888,0.2888,0.6600058000000001,0.4
geometric_mean_of_odds,186,2018-04-03,ordinal only,5,0.11791147495901419,0.13375,0.1354749,0.8
median,362,2018-07-25,binary only,12,0.0050000000000000044,0.0050000000000000044,0.04468370833333335,0.4166666666666667
geometric_mean_of_odds,233,2018-08-31,ordinal only,12,2.596221696579427e-6,0.0006666666666666668,0.041947118888888885,0.6666666666666666
geometric_mean_of_odds,219,2018-04-26,binary only,3,0.6501249679775877,0.72,0.6733333333333333,0.6666666666666666
geometric_mean_of_odds,284,2018-04-29,binary only,4,0.011546732683025928,0.015392249999999998,0.039396125000000004,0.5
geometric_mean_of_odds,199,2018-05-26,binary only,8,0.000029761535060557545,0.003400000000000003,0.027600000000000006,0.75
geometric_mean_of_odds,281,2018-05-26,multi-option nominal only,4,1.986988380931136,1.63627591,1.511187955,0.25
geometric_mean_of_odds,307,2018-07-13,ordinal only,10,0.5629596815984846,0.24589999999999995,0.4060801023431483,0.2
geometric_mean_of_odds,372,2018-07-01,ordinal only,59,0.15534666372322756,0.18645000000000006,0.22681228076271187,0.5932203389830508
geometric_mean_of_odds,194,2018-04-22,ordinal only,9,0.005103050259132125,0.03125,0.03762833333333333,0.6666666666666666
geometric_mean_of_odds,286,2018-06-27,multi-option nominal only,35,0.0004165437161025434,0.01436592,0.07714355795762207,0.8
geometric_mean_of_odds,349,2018-06-06,binary only,21,0.13759387261062705,0.1152,0.2240769695238095,0.38095238095238093
geometric_mean_of_odds,333,2018-05-20,binary only,34,0.22647771734087513,0.61,0.6664239558823529,0.6764705882352942
median,253,2018-05-10,binary only,99,0.0002000000000000002,0.0002000000000000002,0.04359650363636364,0.48484848484848486
median,223,2018-06-04,binary only,6,0.34445000000000003,0.4549,0.5758,0.5
median,314,2018-07-25,ordinal only,13,0.804371452723101,0.8101,0.7667269484615384,0.5384615384615384
median,348,2018-07-12,binary only,35,0.03575138000000001,0.03575138000000001,0.14950084571428573,0.4857142857142857
median,180,2018-06-21,ordinal only,19,0.17808271454212177,0.21595000000000003,0.2739673302631579,0.5263157894736842
median,209,2018-04-05,ordinal only,4,7.500000000000001e-6,7.500000000000001e-6,0.12393317875,0.25
median,347,2018-07-20,binary only,6,0.0968,0.15460000000000002,0.23529685333333336,0.5
geometric_mean_of_odds,179,2018-03-23,binary only,7,0.3346434478639639,0.32000000000000006,0.4057243685714286,0.2857142857142857
median,186,2018-05-05,ordinal only,19,0.01125,0.01125,0.10559242736842106,0.47368421052631576
geometric_mean_of_odds,268,2018-05-23,binary only,22,0.24184200071448567,0.31210000000000004,0.44806706,0.5909090909090909
geometric_mean_of_odds,214,2018-07-27,binary only,8,0.0012847993383409105,0.022099999999999998,0.16159205,0.625
median,223,2018-05-24,binary only,23,1.0952,1.0952,0.9116677234782609,0.4782608695652174
geometric_mean_of_odds,201,2018-04-19,binary only,5,0.019976670427279186,0.019999999999999997,0.07717920400000002,0.6
geometric_mean_of_odds,257,2018-05-13,binary only,3,0.008109972495486258,0.045000000000000005,0.03006666666666667,0.6666666666666666
geometric_mean_of_odds,210,2018-05-13,binary only,2,0.004002334858030433,0.004100000000000004,0.004100000000000004,0.5
median,215,2018-06-27,binary only,7,0.003200000000000003,0.003200000000000003,0.038976000000000004,0.42857142857142855
geometric_mean_of_odds,211,2018-04-10,binary only,9,0.00946897609447111,0.0050000000000000044,0.058578133333333345,0.4444444444444444
median,347,2018-08-16,binary only,39,0.07999999999999999,0.07999999999999999,0.2461851466666667,0.48717948717948717
geometric_mean_of_odds,213,2018-08-10,binary only,14,0.00010162021007402902,0.027400000000000008,0.23487630285714287,0.7142857142857143
median,203,2018-04-14,binary only,1,0.019999999999999997,0.019999999999999997,0.019999999999999997,0.0
median,327,2018-06-12,binary only,8,0.004050000000000003,0.004100000000000004,0.07640000000000001,0.5
median,201,2018-06-15,binary only,14,0.0029644999999999984,0.0031090000000000024,0.2899157142857143,0.5
median,214,2018-04-22,binary only,2,0.019999999999999997,0.025000000000000005,0.025000000000000005,0.5
geometric_mean_of_odds,207,2018-04-13,ordinal only,25,0.0221735819018887,0.15460000000000002,0.2651264328,0.68
geometric_mean_of_odds,220,2018-07-24,ordinal only,14,0.38456621251245193,0.36385,0.5486396603571428,0.5
median,244,2018-05-31,ordinal only,100,0.17015193910184226,0.18062500000000004,0.28683791822650073,0.58
geometric_mean_of_odds,178,2018-05-07,ordinal only,8,0.14230065212667106,0.5255407099999999,0.6625601775,0.625
geometric_mean_of_odds,227,2018-04-28,multi-option nominal only,5,1.9923525461162546,1.6486,1.5017200000000002,0.4
geometric_mean_of_odds,242,2018-04-08,ordinal only,4,0.7667911544560947,0.7426499999999999,0.7329374999999999,0.5
median,348,2018-06-06,binary only,40,0.0242,0.024399999999999998,0.1369271135,0.5
geometric_mean_of_odds,391,2018-09-04,binary only,103,0.000023644639753865653,0.0009504800000000018,0.06502186233009709,0.6796116504854369
geometric_mean_of_odds,345,2018-06-23,ordinal only,35,0.32730730113033296,0.34200650000000005,0.340819472,0.5428571428571428
geometric_mean_of_odds,193,2018-03-11,ordinal only,24,0.016482608327760665,0.10800000000000001,0.17117632791666668,0.875
geometric_mean_of_odds,375,2018-08-10,binary only,25,0.11695249732022024,0.0288,0.3512956608,0.44
median,239,2018-05-16,ordinal only,9,0.5373612809435866,0.6403210400000001,0.7547579444444446,0.5555555555555556
geometric_mean_of_odds,262,2018-04-20,ordinal only,7,0.0003261095107778814,0.03769999999999998,0.05941475,0.7142857142857143
geometric_mean_of_odds,287,2018-06-12,binary only,14,0.25381515179082104,0.19822025000000004,0.5134471728571428,0.5
geometric_mean_of_odds,264,2018-05-30,ordinal only,14,0.26300100941999105,0.17185,0.3780521992857143,0.35714285714285715
geometric_mean_of_odds,345,2018-06-24,ordinal only,17,0.4348713872667433,0.31265000000000004,0.3441370047058823,0.4117647058823529
geometric_mean_of_odds,344,2018-06-10,ordinal only,11,0.08504540902781839,0.16875000000000004,0.26606204072880674,0.9090909090909091
geometric_mean_of_odds,198,2018-04-06,binary only,22,0.17703417497434162,0.18000000000000005,0.2506339136363636,0.5454545454545454
median,311,2018-08-12,ordinal only,4,0.7310424981360466,0.8330500000000001,0.9306000000000001,0.5
geometric_mean_of_odds,267,2018-05-14,binary only,9,0.001402174326119838,0.019999999999999997,0.06333472222222222,0.7777777777777778
geometric_mean_of_odds,262,2018-05-11,ordinal only,10,0.009057126594416338,0.019998864999999998,0.09124977299999999,0.6
median,282,2018-06-23,binary only,12,0.007200000000000007,0.007400000000000007,0.4280854166666667,0.5
median,282,2018-07-23,binary only,9,0.0968,0.0968,0.16748894444444445,0.4444444444444444
geometric_mean_of_odds,230,2018-05-31,multi-option nominal only,21,0.5501479754980695,0.9400000000000002,1.0258842385714284,0.7142857142857143
geometric_mean_of_odds,229,2018-07-26,binary only,30,0.08447218824740438,0.20168964,0.310051846,0.6
geometric_mean_of_odds,259,2018-05-12,binary only,12,0.22746950877215394,0.3125,0.660834375,0.5
median,214,2018-09-06,binary only,32,0.00014964500000000082,0.00015276999999999993,0.023351315624999997,0.5
geometric_mean_of_odds,201,2018-07-31,binary only,11,0.0064949346607104785,0.0050000000000000044,0.02600040909090909,0.45454545454545453
median,370,2018-08-04,binary only,15,0.0050000000000000044,0.0050000000000000044,0.03189823333333333,0.4
geometric_mean_of_odds,213,2018-06-13,binary only,6,0.000419923104015523,0.003400000000000003,0.1983,0.6666666666666666
median,230,2018-06-27,multi-option nominal only,8,0.7817627811541816,0.9343999999999999,1.05291814625,0.75
geometric_mean_of_odds,255,2018-07-01,multi-option nominal only,10,0.021511979487282232,0.1572,0.316964283,0.9
median,203,2018-03-18,binary only,7,0.045000000000000005,0.045000000000000005,0.10665714285714287,0.2857142857142857
geometric_mean_of_odds,185,2018-05-20,ordinal only,18,0.15690328398883424,0.09184999999999999,0.21647826,0.3888888888888889
median,213,2018-04-02,binary only,10,0.003200000000000003,0.003200000000000003,0.019400000000000004,0.4
median,213,2018-05-18,binary only,9,0.003200000000000003,0.003200000000000003,0.08416580000000001,0.4444444444444444
geometric_mean_of_odds,219,2018-04-13,binary only,6,1.6992001319616157,0.47343776000000004,0.85364592,0.3333333333333333
geometric_mean_of_odds,201,2018-05-08,binary only,18,0.0305337145671613,0.022099999999999998,0.14122853777777777,0.4444444444444444
geometric_mean_of_odds,294,2018-05-23,binary only,3,0.5369247060289996,0.4049999999999999,0.5516666666666666,0.3333333333333333
geometric_mean_of_odds,305,2018-06-07,ordinal only,23,0.5940770598598355,0.7779999999999999,0.8048616678260869,0.6521739130434783
median,387,2018-08-03,ordinal only,99,0.13604421491582622,0.15250000000000002,0.18465501025551675,0.5353535353535354
geometric_mean_of_odds,245,2018-04-05,binary only,36,0.0000514224907106985,0.005000000000000009,0.03099201833333333,0.7222222222222222
median,210,2018-03-26,binary only,6,0.019999999999999997,0.025000000000000005,0.03013366666666667,0.5
median,225,2018-04-17,ordinal only,10,0.06405156743344662,0.08327500000000002,0.086405988,0.8
median,313,2018-07-21,multi-option nominal only,9,0.01928362411247119,0.16943832999999997,0.4768997466666667,0.6666666666666666
geometric_mean_of_odds,279,2018-04-28,ordinal only,11,0.0029635358382715505,0.08000000000000002,0.0861318181818182,1.0
median,210,2018-05-19,binary only,9,0.0050000000000000044,0.0050000000000000044,0.24749989777777776,0.4444444444444444
geometric_mean_of_odds,180,2018-08-24,ordinal only,12,0.006247910322134271,0.14187500000000003,0.18299845,0.6666666666666666
median,203,2018-05-26,binary only,8,0.0002000000000000002,0.0004000000000000004,0.19094999999999998,0.5
geometric_mean_of_odds,375,2018-06-28,binary only,369,0.9331216770935924,0.8450000000000001,0.8571642713821138,0.45257452574525747
median,253,2018-04-20,binary only,13,0.0,0.0,0.000030616923076923125,0.23076923076923078
geometric_mean_of_odds,290,2018-07-17,ordinal only,22,0.00013904919914515087,0.013775000000000003,0.03076932818181818,0.8181818181818182
geometric_mean_of_odds,314,2018-07-20,ordinal only,12,0.979864697027876,0.8709,0.8506705166666667,0.3333333333333333
geometric_mean_of_odds,199,2018-06-05,binary only,14,0.002267635038445309,0.059536250000000006,0.12119912285714286,0.7857142857142857
median,230,2018-08-02,multi-option nominal only,26,0.6362440885254524,0.7186999999999999,0.8541470111538462,0.6538461538461539
geometric_mean_of_odds,367,2018-08-23,binary only,29,0.0000620610874567643,0.0035448200000000023,0.026826675862068966,0.7586206896551724
geometric_mean_of_odds,326,2018-06-27,binary only,7,0.0006213688371003105,0.0050000000000000044,0.02270647428571429,0.8571428571428571
